
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
250,José Ortiz\ortizjo01,PF,26,UTA,13,0,64,10.7,23.6,.452,0.6,1.1,.500,10.1,22.5,.450,1.7,2.8,.600,4.5,3.9,8.4,3.9,1.1,0.6,2.8,8.4,23.6
251,Robert Parish*\parisro01,C,36,BOS,79,78,2396,7.6,13.1,.580,0.0,0.0,,7.6,13.1,.580,3.5,4.7,.747,3.9,8.1,12.0,1.5,0.6,1.0,2.5,2.8,18.7
252,Žarko Paspalj\paspaza01,SF,23,SAS,28,1,181,5.4,15.7,.342,0.0,0.2,.000,5.4,15.5,.346,3.6,4.4,.818,3.0,3.0,6.0,2.0,0.6,1.4,4.2,7.4,14.3
253,Jim Paxson\paxsoji02,PG,32,BOS,72,25,1283,5.4,11.8,.453,0.1,0.6,.250,5.2,11.3,.463,2.0,2.5,.811,0.7,1.5,2.2,3.8,0.9,0.1,1.5,3.2,12.9
254,John Paxson\paxsojo01,PG,29,CHI,82,82,2365,5.6,10.8,.516,0.5,1.4,.359,5.1,9.4,.539,0.9,1.0,.824,0.4,1.4,1.8,5.1,1.3,0.1,1.3,2.7,12.5
255,Kenny Payne\payneke01,SF,23,PHI,35,4,216,7.8,18.0,.435,0.7,1.7,.400,7.2,16.3,.439,2.7,3.0,.889,1.8,2.5,4.3,1.7,1.2,1.0,3.3,6.2,19.0
256,Will Perdue\perduwi01,C,24,CHI,77,11,884,4.5,10.9,.414,0.0,0.2,.000,4.5,10.7,.422,2.9,4.2,.692,3.6,5.1,8.7,1.9,0.8,1.1,2.6,6.1,12.0
257,Sam Perkins\perkisa01,SF,28,DAL,76,70,2668,5.9,11.9,.493,0.1,0.4,.214,5.8,11.5,.502,4.5,5.7,.778,2.8,4.9,7.7,2.4,1.2,0.9,2.0,3.0,16.3
258,Tim Perry\perryti01,C,24,PHO,60,18,612,5.9,11.5,.513,0.1,0.1,1.000,5.8,11.4,.510,3.1,5.3,.589,4.6,4.3,8.9,1.0,1.2,1.3,2.8,4.5,14.9
259,Chuck Person\persoch01,SF,25,IND,77,73,2714,8.0,16.5,.487,1.2,3.4,.372,6.8,13.1,.517,2.8,3.6,.781,1.7,4.2,5.9,3.1,0.7,0.3,2.3,2.9,20.1
260,Jim Petersen\peterji01,C,27,GSW,43,19,592,3.6,8.6,.426,0.0,0.1,.000,3.6,8.5,.429,3.2,4.4,.712,3.0,6.8,9.7,1.4,1.0,1.2,2.2,6.3,10.5
261,Dražen Petrović*\petrodr01,SG,25,POR,77,0,967,7.7,15.9,.485,1.3,2.8,.459,6.4,13.1,.490,5.0,6.0,.844,1.9,2.3,4.1,4.3,0.9,0.1,3.6,5.0,21.7
262,Ricky Pierce\piercri01,SG,30,MIL,59,0,1709,10.6,20.8,.510,1.0,2.8,.346,9.6,18.0,.535,6.5,7.7,.839,1.3,2.2,3.5,2.8,1.1,0.1,2.7,3.3,28.6
263,Ed Pinckney\pincked01,PF,26,BOS,77,50,1082,4.5,8.3,.542,0.0,0.0,.000,4.5,8.3,.544,3.1,4.0,.773,3.1,4.4,7.5,2.3,1.1,1.4,1.9,4.2,12.0
264,Scottie Pippen*\pippesc01,SF,24,CHI,82,82,3148,6.4,13.2,.489,0.3,1.3,.250,6.1,11.9,.514,2.3,3.4,.675,1.7,4.5,6.3,5.1,2.4,1.2,3.2,3.4,15.4
265,Olden Polynice\polynol01,C,25,SEA,79,7,1085,5.2,9.6,.540,0.0,0.1,.500,5.1,9.5,.540,1.6,3.3,.475,4.2,5.7,10.0,0.5,0.8,0.7,1.2,6.2,11.9
266,Terry Porter\portete01,PG,26,POR,80,80,2781,5.8,12.5,.462,1.2,3.1,.374,4.6,9.5,.491,5.4,6.1,.892,0.8,2.8,3.5,9.4,2.0,0.1,3.2,1.9,18.2
267,Paul Pressey\presspa01,SG,31,MIL,57,2,1400,6.1,13.0,.472,0.2,1.1,.140,6.0,11.9,.503,3.7,4.9,.758,1.5,2.9,4.4,6.3,1.8,0.6,2.8,3.8,16.1
268,Harold Pressley\pressha01,SF,26,SAC,72,10,1603,5.4,12.7,.424,1.0,3.3,.311,4.4,9.4,.464,2.5,3.2,.780,2.1,4.8,6.9,3.3,1.3,0.8,2.0,3.3,14.3
269,Mark Price\pricema01,PG,25,CLE,73,73,2706,6.5,14.2,.459,2.0,5.0,.406,4.5,9.2,.487,4.0,4.5,.888,0.9,2.5,3.3,8.9,1.5,0.1,2.8,1.2,19.0
270,Brian Quinnett\quinnbr01,SG,23,NYK,31,0,193,3.5,10.8,.328,0.0,0.4,.000,3.5,10.4,.339,0.4,0.6,.667,1.7,3.5,5.2,2.1,0.6,0.7,0.7,5.0,7.5
271,Kurt Rambis\rambiku01,PF,31,TOT,74,61,1904,3.6,7.1,.509,0.0,0.1,.000,3.6,7.0,.514,1.6,2.4,.646,2.9,7.0,9.9,2.6,1.9,0.7,2.0,3.9,8.7
272,Blair Rasmussen\rasmubl01,C,27,DEN,81,55,1995,8.0,16.2,.497,0.0,0.0,.000,8.0,16.1,.498,2.0,2.4,.828,3.1,7.6,10.7,1.5,0.7,1.9,1.4,5.4,18.1
273,J.R. Reid\reidjr01,C,21,CHH,82,82,2757,4.7,10.6,.440,0.0,0.1,.000,4.7,10.6,.443,2.5,3.8,.664,2.6,6.4,9.0,1.3,1.2,0.7,2.2,3.8,11.9
274,Robert Reid\reidro01,SF,34,TOT,72,28,1202,5.2,13.4,.391,0.3,1.0,.313,4.9,12.4,.398,1.6,2.6,.628,1.0,3.5,4.5,2.7,1.1,0.5,1.3,4.6,12.4
275,Jerry Reynolds\reynoje01,SF,27,ORL,67,40,1817,6.1,14.7,.417,0.0,0.3,.071,6.1,14.4,.424,4.7,6.4,.742,1.8,4.6,6.4,3.6,1.8,1.3,2.8,3.2,17.0
276,Glen Rice\ricegl01,SF,22,MIA,77,60,2311,7.3,16.7,.439,0.3,1.1,.246,7.1,15.6,.452,1.4,1.9,.734,1.6,3.9,5.5,2.1,1.0,0.4,1.8,3.1,16.3
277,Pooh Richardson\richapo01,PG,23,MIN,82,48,2581,5.9,12.9,.461,0.3,1.2,.277,5.6,11.7,.479,0.9,1.5,.589,0.8,2.3,3.0,7.7,1.9,0.3,2.0,2.0,13.1
278,Mitch Richmond*\richmmi01,SG,24,GSW,78,78,2799,8.2,16.6,.497,0.4,1.2,.358,7.8,15.3,.508,5.2,6.0,.866,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1
279,David Rivers\riverda01,PG,25,LAC,52,11,724,4.0,9.8,.406,0.0,0.2,.000,4.0,9.5,.417,2.9,3.9,.756,1.5,2.7,4.2,7.7,1.5,0.0,4.4,2.6,10.9
280,Doc Rivers\riverdo01,PG,28,ATL,48,44,1526,5.1,11.3,.454,0.6,1.6,.364,4.6,9.8,.469,3.3,4.0,.812,1.1,3.6,4.7,6.2,2.7,0.5,2.3,3.6,14.1
281,Fred Roberts\roberfr01,PF,29,MIL,82,66,2235,5.3,10.7,.495,0.0,0.2,.182,5.3,10.6,.501,3.1,4.0,.783,1.7,3.3,5.0,2.4,0.9,0.4,2.1,3.4,13.8
282,Alvin Robertson\roberal01,SG,27,MIL,81,81,2599,6.6,13.1,.503,0.1,0.4,.154,6.5,12.7,.513,2.7,3.7,.741,3.2,4.6,7.7,6.2,2.9,0.2,3.0,3.9,16.0
283,Clifford Robinson\robincl02,PF,23,POR,82,0,1565,6.9,17.3,.397,0.3,1.0,.273,6.6,16.3,.405,3.2,5.8,.550,2.5,4.6,7.1,1.7,1.2,1.2,3.0,5.2,17.2
284,David Robinson*\robinda01,C,24,SAS,82,81,3002,8.3,15.6,.531,0.0,0.0,.000,8.3,15.6,.532,7.4,10.0,.732,3.6,8.2,11.8,2.0,1.7,3.8,3.1,3.1,23.9
285,Dennis Rodman*\rodmade01,SF,28,DET,82,43,2377,4.4,7.5,.581,0.0,0.1,.111,4.3,7.4,.589,2.2,3.3,.654,5.1,6.9,12.0,1.1,0.8,0.9,1.4,4.2,10.9
286,Tree Rollins\rollitr01,C,34,CLE,48,19,674,3.0,6.7,.456,0.0,0.1,.000,3.0,6.6,.460,0.6,0.9,.688,3.1,5.1,8.2,1.3,0.7,2.8,1.9,4.4,6.7
287,Doug Roth\rothdo01,C,22,WSB,42,0,412,3.2,7.5,.430,0.0,0.1,.000,3.2,7.4,.435,0.6,1.2,.500,3.8,6.6,10.5,1.7,0.7,1.1,1.4,6.1,7.1
288,Scott Roth\rothsc01,SF,26,MIN,71,3,1061,5.4,14.3,.379,0.6,1.8,.346,4.8,12.5,.383,5.1,6.8,.746,1.2,2.6,3.8,3.9,1.7,0.2,2.9,4.9,16.5
289,Jim Rowinski\rowinji01,PF,29,MIA,14,0,112,4.5,10.3,.438,0.0,0.0,,4.5,10.3,.438,7.1,8.4,.846,5.5,3.9,9.3,1.6,0.3,0.6,3.2,6.1,16.1
290,Brian Rowsom\rowsobr01,PF,24,CHH,44,2,559,5.0,11.5,.436,0.1,0.1,.500,5.0,11.4,.435,4.4,5.3,.819,2.8,5.6,8.4,1.4,1.2,0.7,1.6,3.7,14.5
291,Donald Royal\royaldo01,SF,23,MIN,66,0,746,5.6,12.3,.459,0.0,0.0,.000,5.6,12.3,.461,7.4,9.5,.777,3.3,3.3,6.6,2.1,1.5,0.4,3.9,5.2,18.7
292,Delaney Rudd\ruddde01,PG,27,UTA,77,2,850,4.7,11.0,.429,0.7,2.4,.286,4.0,8.6,.468,1.5,2.2,.660,0.5,1.8,2.3,7.5,0.9,0.0,3.7,3.4,11.6
293,John Salley\sallejo01,PF,25,DET,82,12,1914,3.9,7.7,.512,0.0,0.1,.250,3.9,7.6,.515,3.3,4.6,.713,2.9,5.4,8.3,1.3,1.0,2.9,1.8,5.3,11.2
294,Ralph Sampson*\sampsra01,C,29,SAC,26,7,417,4.1,11.1,.372,0.1,0.3,.250,4.1,10.8,.376,1.0,2.0,.522,0.9,6.3,7.3,2.4,1.2,1.9,2.9,5.7,9.4
295,Jeff Sanders\sandeje01,PF,24,CHI,31,0,182,2.6,7.9,.325,0.0,0.0,,2.6,7.9,.325,0.4,0.8,.500,3.4,4.4,7.7,1.8,0.8,0.8,3.0,5.3,5.5
296,Mike Sanders\sandemi01,SF,29,IND,82,13,1531,5.3,11.3,.470,0.1,0.3,.357,5.2,10.9,.473,1.3,1.8,.733,1.8,3.6,5.4,2.1,1.0,0.5,1.9,5.2,12.0
297,Danny Schayes\schayda01,C,30,DEN,53,22,1194,4.9,9.9,.494,0.0,0.1,.000,4.9,9.8,.500,6.8,8.0,.852,3.5,6.8,10.3,1.8,1.2,1.4,2.2,6.0,16.6
298,Detlef Schrempf\schrede01,PF,27,IND,78,18,2573,5.9,11.5,.516,0.2,0.7,.354,5.7,10.8,.526,5.6,6.9,.820,2.1,6.6,8.7,3.5,0.8,0.2,2.5,3.8,17.7
299,Byron Scott\scottby01,SG,28,LAL,77,77,2593,6.6,14.0,.470,1.3,3.1,.423,5.3,10.9,.483,2.2,2.9,.766,0.7,2.7,3.4,3.8,1.1,0.4,1.7,2.5,16.6
300,Rony Seikaly\seikaro01,C,24,MIA,74,72,2409,7.3,14.5,.502,0.0,0.0,.000,7.3,14.5,.503,3.8,6.4,.594,3.8,7.7,11.4,1.2,1.2,1.9,3.5,3.9,18.4
301,Brad Sellers\sellebr01,PF,27,TOT,59,0,700,5.3,13.1,.406,0.0,0.3,.000,5.3,12.8,.414,3.0,3.8,.795,2.0,2.6,4.6,1.7,0.9,1.1,2.4,3.8,13.6
302,Charles Shackleford\shackch01,C,23,NJN,70,37,1557,5.7,12.4,.462,0.0,0.0,.000,5.7,12.3,.463,1.8,2.7,.687,4.2,6.9,11.1,1.3,0.9,0.8,2.7,4.2,13.2
303,John Shasky\shaskjo01,C,25,GSW,14,0,51,2.8,9.9,.286,0.0,0.0,,2.8,9.9,.286,1.4,4.2,.333,2.8,6.4,9.2,0.7,0.7,1.4,1.4,7.1,7.1
304,Purvis Short\shortpu01,SF,32,NJN,82,24,2213,7.0,15.5,.455,0.2,0.6,.286,6.9,14.9,.461,3.2,3.9,.835,1.6,2.4,4.0,2.4,1.1,0.3,1.9,3.3,17.4
305,Dexter Shouse\shousde01,PG,26,PHI,3,0,18,0.0,8.0,.000,0.0,2.0,.000,0.0,6.0,.000,0.0,0.0,,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0
306,Jerry Sichting\sichtje01,PG,33,TOT,35,8,496,3.6,9.1,.400,0.2,0.9,.250,3.4,8.2,.416,1.3,1.6,.818,0.2,1.2,1.4,6.8,1.2,0.1,1.6,2.9,8.8
307,Jack Sikma*\sikmaja01,C,34,MIL,71,70,2250,5.5,13.2,.416,1.1,3.2,.342,4.4,10.0,.439,3.7,4.2,.885,1.7,6.1,7.9,3.7,1.2,0.8,2.2,3.9,15.8
308,Scott Skiles\skilesc01,PG,25,ORL,70,32,1460,4.7,11.4,.409,1.3,3.3,.394,3.4,8.2,.416,2.6,2.9,.874,0.6,3.4,3.9,8.2,0.9,0.1,2.2,3.1,13.2
309,Charles Smith\smithch01,PF,24,LAC,78,76,2732,7.8,15.1,.520,0.0,0.2,.083,7.8,14.9,.524,6.0,7.5,.794,2.3,4.6,6.9,1.5,1.1,1.6,2.1,3.9,21.7
310,Charles Smith\smithch02,PG,22,BOS,60,0,519,4.1,9.2,.444,0.0,0.5,.000,4.1,8.7,.468,3.7,5.3,.697,1.0,3.8,4.8,7.1,2.4,0.2,2.5,5.2,11.9
311,Derek Smith\smithde02,SF,28,PHI,75,7,1405,6.7,13.2,.508,0.4,0.9,.444,6.3,12.2,.513,3.3,4.8,.699,1.6,2.8,4.4,2.8,0.9,0.5,2.2,5.1,17.1
312,Kenny Smith\smithke01,PG,24,TOT,79,51,2421,5.6,12.1,.466,0.4,1.2,.313,5.2,10.8,.484,2.4,2.9,.821,0.3,2.1,2.3,6.6,1.2,0.1,2.5,2.1,14.0
313,Larry Smith\smithla01,PF,32,HOU,74,0,1300,2.8,5.9,.474,0.0,0.1,.000,2.8,5.8,.479,0.6,1.5,.364,5.0,7.5,12.5,1.9,1.6,0.8,1.9,5.6,6.1
314,Michael Smith\smithmi01,PF,24,BOS,65,7,620,7.9,16.6,.476,0.1,1.6,.071,7.8,15.0,.519,3.1,3.7,.828,2.3,3.5,5.8,4.6,0.5,0.1,3.1,3.0,19.0
315,Otis Smith\smithot01,SF,26,ORL,65,35,1644,7.6,15.5,.492,0.2,0.9,.250,7.4,14.6,.506,3.7,4.9,.761,2.6,4.0,6.6,3.2,1.7,1.2,2.2,3.8,19.2
316,Rik Smits\smitsri01,C,23,IND,82,82,2404,7.7,14.5,.533,0.0,0.0,.000,7.7,14.5,.533,3.6,4.4,.811,2.0,5.6,7.7,2.1,0.7,2.5,2.1,4.9,19.0
317,Mike Smrek\smrekmi01,C,27,GSW,13,3,107,3.4,8.1,.417,0.0,0.0,,3.4,8.1,.417,0.3,2.0,.167,3.7,7.7,11.4,0.3,1.3,3.7,3.0,6.1,7.1
318,Rory Sparrow\sparrro01,PG,31,MIA,82,25,1756,4.3,10.5,.412,0.2,0.8,.200,4.1,9.6,.430,1.2,1.6,.766,0.8,2.1,2.8,6.1,1.0,0.1,2.0,2.9,10.0
319,John Stockton*\stockjo01,PG,27,UTA,78,78,2915,5.8,11.3,.514,0.6,1.4,.416,5.2,9.9,.528,4.4,5.3,.819,0.7,1.8,2.5,14.0,2.6,0.2,3.4,2.9,16.6
320,Greg Stokes\stokegr01,PF,26,SAC,11,0,34,1.1,9.5,.111,0.0,0.0,,1.1,9.5,.111,2.1,2.1,1.000,2.1,3.2,5.3,0.0,0.0,0.0,3.2,8.5,4.2
321,Rod Strickland\stricro02,PG,23,TOT,82,24,2140,5.8,12.7,.454,0.1,0.5,.267,5.6,12.2,.461,2.9,4.7,.626,1.5,2.8,4.4,7.9,2.1,0.2,2.9,2.7,14.6
322,Jon Sundvold\sundvjo01,SG,28,MIA,63,2,867,6.1,15.1,.408,1.8,4.2,.440,4.3,10.9,.395,1.8,2.2,.846,0.6,2.3,2.9,4.2,1.0,0.0,2.2,2.9,15.9
323,Roy Tarpley\tarplro01,PF,25,DAL,45,35,1648,6.9,15.2,.451,0.0,0.1,.000,6.9,15.1,.455,2.8,3.8,.756,4.1,8.7,12.9,1.5,1.7,1.5,2.6,3.5,16.6
324,Jay Taylor\tayloja01,SG,22,NJN,17,0,114,6.6,16.4,.404,0.9,4.1,.231,5.7,12.3,.462,1.9,2.8,.667,1.6,1.9,3.5,1.6,1.6,0.9,3.2,2.8,16.1
325,Leonard Taylor\taylole01,PF,23,GSW,10,0,37,0.0,5.8,.000,0.0,1.0,.000,0.0,4.9,.000,10.7,15.6,.688,3.9,7.8,11.7,1.0,0.0,0.0,4.9,3.9,10.7
326,Terry Teagle\teaglte01,SF,29,GSW,82,49,2376,8.2,17.0,.480,0.0,0.2,.214,8.1,16.8,.483,3.7,4.5,.830,1.7,3.8,5.6,2.3,1.4,0.2,2.2,3.5,20.0
327,Reggie Theus\theusre01,SG,32,ORL,76,71,2350,7.9,18.0,.439,0.4,1.6,.248,7.5,16.4,.458,5.8,6.8,.853,1.1,2.2,3.4,6.2,0.9,0.2,3.5,3.0,22.0
328,Isiah Thomas*\thomais01,PG,28,DET,81,81,2993,7.0,15.9,.438,0.5,1.6,.309,6.5,14.3,.453,3.5,4.5,.775,0.9,2.8,3.7,9.2,1.7,0.2,3.9,2.5,17.9
329,Billy Thompson\thompbi01,SF,26,MIA,79,45,2142,6.3,12.2,.516,0.0,0.1,.500,6.3,12.2,.516,1.9,3.1,.622,4.0,5.3,9.3,2.8,0.9,1.5,2.6,4.0,14.6
330,LaSalle Thompson\thompla01,C,28,IND,82,60,2126,3.8,8.0,.473,0.0,0.1,.200,3.8,7.9,.476,1.8,2.3,.799,3.0,7.7,10.7,1.8,1.1,1.2,2.5,5.3,9.4
331,Mychal Thompson\thompmy01,C,35,LAL,70,70,1883,5.4,10.7,.500,0.0,0.0,,5.4,10.7,.500,2.8,3.9,.706,3.3,5.8,9.1,0.8,0.6,1.4,1.5,4.0,13.5
332,Bob Thornton\thornbo01,PF,27,PHI,56,0,592,2.9,6.8,.429,0.1,0.2,.333,2.9,6.6,.431,1.6,3.1,.510,2.7,5.4,8.1,1.0,1.2,0.7,2.1,6.4,7.5
333,Otis Thorpe\thorpot01,PF,27,HOU,82,82,2947,6.7,12.2,.548,0.0,0.1,.000,6.7,12.1,.554,3.8,5.4,.688,3.2,5.8,9.0,3.2,0.8,0.3,2.8,3.3,17.1
334,Sedale Threatt\threase01,PG,28,SEA,65,18,1481,7.4,14.6,.506,0.2,0.8,.250,7.2,13.8,.520,3.2,3.8,.828,1.0,1.8,2.8,5.3,1.6,0.2,1.9,4.0,18.1
335,Wayman Tisdale\tisdawa01,PF,25,SAC,79,79,2937,8.9,17.0,.525,0.0,0.1,.000,8.9,16.9,.527,3.8,4.8,.783,2.3,5.0,7.3,1.3,0.7,0.7,1.9,3.1,21.5
336,Tom Tolbert\tolbeto01,PF,24,GSW,70,21,1347,5.8,11.8,.493,0.1,0.5,.278,5.7,11.3,.502,4.7,6.4,.726,3.3,6.4,9.7,1.6,0.6,0.7,2.1,5.1,16.5
337,Sedric Toney\toneyse01,PG,27,TOT,64,9,968,3.2,9.3,.348,0.9,2.3,.365,2.4,7.0,.342,2.5,3.1,.807,0.5,1.7,2.2,6.5,1.2,0.0,2.7,3.9,9.8
338,Kelly Tripucka\tripuke01,SF,30,CHH,79,73,2404,6.6,15.4,.430,0.6,1.6,.365,6.0,13.9,.437,4.6,5.3,.883,1.2,3.6,4.8,3.4,1.1,0.2,2.6,3.3,18.4
339,Trent Tucker\tucketr01,SG,30,NYK,81,2,1725,5.3,12.6,.417,2.0,5.1,.388,3.3,7.5,.438,1.4,1.8,.767,1.2,2.4,3.6,3.6,1.5,0.2,1.5,3.3,13.9
340,Andre Turner\turnean01,PG,25,TOT,11,0,115,3.4,11.9,.289,0.0,0.6,.000,3.4,11.3,.306,1.3,1.3,1.000,1.3,1.3,2.5,7.2,2.5,0.0,3.8,1.9,8.1
341,Henry Turner\turnehe02,PF,23,SAC,36,1,315,6.6,13.9,.475,0.0,0.3,.000,6.6,13.6,.487,4.6,7.4,.615,2.5,3.2,5.7,2.5,1.9,0.8,3.0,4.6,17.8
342,Jeff Turner\turneje01,PF,27,ORL,60,15,1105,4.3,10.0,.429,0.1,0.3,.200,4.2,9.7,.436,1.4,1.8,.778,1.7,5.7,7.4,1.7,0.7,0.4,2.0,5.2,10.0
343,Melvin Turpin\turpime01,C,29,WSB,59,12,818,4.8,9.2,.526,0.0,0.1,.000,4.8,9.1,.531,2.5,3.1,.789,3.9,5.9,9.7,1.2,0.7,2.1,2.0,5.9,12.1
344,Kelvin Upshaw\upshake01,SG,27,TOT,40,0,387,6.0,13.6,.438,0.4,1.4,.267,5.6,12.2,.458,2.6,3.4,.757,0.8,3.0,3.8,5.0,2.5,0.1,2.5,4.9,14.9
345,Kiki Vandeweghe\vandeki01,SF,31,NYK,22,13,563,6.5,14.8,.442,0.6,1.2,.526,5.9,13.6,.434,2.8,3.1,.917,1.0,2.4,3.4,2.6,1.0,0.2,1.7,1.8,16.5
346,Jay Vincent\vinceja01,SF,30,TOT,41,6,459,6.7,14.4,.470,0.1,0.2,.500,6.7,14.2,.470,3.2,3.8,.837,1.6,3.3,4.9,1.4,1.4,0.4,2.6,4.1,16.8
347,Sam Vincent\vincesa01,PG,26,ORL,63,45,1657,5.6,12.3,.457,0.0,0.3,.071,5.6,11.9,.467,4.1,4.6,.879,0.8,3.4,4.2,7.7,1.4,0.4,2.9,2.3,15.3
348,Gary Voce\vocega01,PF,24,CLE,1,0,4,9.0,27.0,.333,0.0,0.0,,9.0,27.0,.333,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0
349,Alexander Volkov\volkoal01,C,25,ATL,72,4,937,5.3,10.9,.482,0.5,1.3,.382,4.8,9.6,.496,2.7,4.6,.583,2.0,2.6,4.6,3.2,1.4,0.8,2.0,6.4,13.7
350,Mark Wade\wadema01,PG,24,DAL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
351,Darrell Walker\walkeda01,PG,28,WSB,81,81,2883,3.9,8.7,.454,0.0,0.3,.095,3.9,8.4,.465,1.7,2.5,.687,2.2,6.8,8.9,8.1,1.7,0.4,2.2,2.7,9.6
352,Kenny Walker\walkeke01,PF,25,NYK,68,21,1595,4.6,8.7,.531,0.0,0.1,.400,4.6,8.6,.533,2.8,3.9,.723,3.0,4.8,7.7,1.1,0.7,1.2,1.4,4.0,12.1
353,Spud Webb\webbsp01,PG,26,ATL,82,46,2184,4.8,10.2,.477,0.0,0.3,.053,4.8,9.8,.491,2.7,3.1,.871,0.6,2.7,3.3,7.9,1.7,0.2,2.3,3.0,12.4
354,Chris Welp\welpch01,C,26,TOT,27,3,198,4.2,11.1,.377,0.0,0.0,,4.2,11.1,.377,3.5,4.5,.760,3.3,5.5,8.7,1.6,1.1,1.5,2.7,10.5,11.8
355,Bill Wennington\wennibi01,C,26,DAL,60,2,814,4.6,10.3,.449,0.0,0.2,.000,4.6,10.2,.457,2.7,3.3,.800,2.8,5.9,8.8,1.8,0.9,0.9,2.2,6.4,11.9
356,Doug West\westdo01,SG,22,MIN,52,0,378,5.0,12.9,.393,0.3,1.0,.273,4.8,11.8,.403,2.5,3.0,.813,2.3,4.4,6.7,1.7,1.0,0.6,3.0,5.8,12.9
357,Mark West\westma01,C,29,PHO,82,79,2399,5.0,8.0,.625,0.0,0.0,,5.0,8.0,.625,3.0,4.3,.691,3.2,7.7,10.9,0.7,0.5,2.8,1.9,4.2,12.9
358,Randy White\whitera01,PF,22,DAL,55,2,707,4.7,12.8,.369,0.1,0.7,.071,4.7,12.1,.387,2.5,4.5,.562,4.0,4.8,8.8,1.1,1.2,0.3,2.4,6.3,12.1
359,Mitchell Wiggins\wiggimi01,SG,30,HOU,66,52,1852,8.1,16.6,.488,0.0,0.1,.000,8.1,16.5,.489,3.7,4.6,.810,2.6,3.0,5.6,2.0,1.7,0.0,1.7,3.2,19.9
360,Morlon Wiley\wileymo01,PG,23,ORL,40,2,638,5.2,11.7,.442,1.0,2.6,.370,4.2,9.1,.463,1.6,2.1,.737,0.7,2.2,2.9,6.4,2.5,0.2,3.6,3.7,12.9
361,Dominique Wilkins*\wilkido01,SF,30,ATL,80,79,2888,10.1,20.8,.484,0.7,2.3,.322,9.4,18.6,.504,5.7,7.1,.807,2.7,3.8,6.5,2.5,1.6,0.6,2.2,1.8,26.7
362,Eddie Lee Wilkins\wilkied01,C,27,NYK,79,0,972,5.2,11.5,.455,0.0,0.1,.000,5.2,11.4,.458,3.3,5.4,.605,4.2,5.6,9.8,0.6,0.7,0.7,2.7,5.6,13.7
363,Gerald Wilkins\wilkige01,SG,26,NYK,82,80,2609,6.5,14.2,.457,0.5,1.7,.312,6.0,12.5,.477,2.9,3.6,.803,1.8,3.3,5.1,4.6,1.3,0.3,2.7,2.6,16.4
364,Buck Williams\willibu01,PF,29,POR,82,82,2801,5.3,9.7,.548,0.0,0.0,.000,5.3,9.7,.548,3.7,5.2,.706,3.2,7.1,10.3,1.5,0.9,0.5,2.2,3.7,14.3
365,Herb Williams\willihe01,C,31,DAL,81,19,2199,4.8,10.9,.444,0.0,0.1,.222,4.8,10.7,.447,1.8,2.6,.679,1.2,5.2,6.4,1.9,0.8,1.7,1.7,4.0,11.5
366,Hot Rod Williams\williho01,PF,27,CLE,82,29,2776,6.8,13.9,.493,0.0,0.0,,6.8,13.9,.493,4.2,5.7,.739,2.9,5.7,8.6,2.2,1.1,2.2,1.9,2.8,17.9
367,John Williams\willijo02,SF,23,WSB,18,18,632,7.4,15.6,.474,0.1,1.0,.111,7.3,14.6,.500,3.7,4.8,.774,1.5,6.2,7.7,4.8,1.2,0.5,2.4,1.9,18.6
368,Micheal Williams\willimi02,PG,23,TOT,28,1,329,6.6,13.0,.504,0.0,0.3,.000,6.6,12.7,.517,3.9,5.0,.783,1.3,2.2,3.5,8.9,2.4,0.1,3.6,4.3,17.1
369,Mike Williams\willimi03,PF-SF,26,TOT,21,0,102,2.1,6.4,.333,0.0,0.4,.000,2.1,6.0,.353,1.1,2.1,.500,1.8,6.4,8.1,0.7,1.1,2.5,1.1,10.6,5.3
370,Reggie Williams\willire01,SF,25,TOT,47,17,743,6.3,16.4,.388,0.3,1.8,.162,6.1,14.6,.415,2.5,3.3,.765,1.4,2.7,4.0,2.6,1.6,0.7,2.2,4.9,15.5
371,Kevin Willis\willike02,PF,27,ATL,81,51,2273,6.6,12.7,.519,0.0,0.1,.286,6.6,12.6,.521,2.7,3.9,.683,4.0,6.2,10.2,0.9,1.0,0.7,2.3,4.1,15.9
372,David Wingate\wingada01,SG,26,SAS,78,2,1856,4.3,9.5,.448,0.0,0.3,.000,4.3,9.3,.460,1.7,2.2,.777,1.2,2.6,3.8,4.0,1.7,0.3,2.5,3.0,10.2
373,Randy Wittman\wittmra01,SF,30,IND,61,0,544,4.1,8.1,.508,0.1,0.1,.500,4.0,7.9,.508,0.3,0.4,.833,0.3,1.7,2.0,2.6,0.5,0.3,1.5,1.4,8.6
374,Joe Wolf\wolfjo01,C,25,LAC,77,19,1325,4.2,10.7,.395,0.1,0.7,.200,4.1,10.0,.409,1.5,1.9,.775,1.7,4.6,6.3,1.7,0.8,0.7,2.1,3.5,10.1
